cluster_id,business_name,sector,post_type,caption_text,likes_count,comments_count,views_count,engagement_rate,view_rate,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style
-1,Nour Alsaqa,Influencers,reel,"This was supposed to be a silly little social media video, yet it uncovered trauma and the magnitude of living under the Israeli occupation.",140000.0,2900,2300000,0.1299090909,2.0909090909,0,0,0,0,1,0
-1,Family Market PS,Supermarkets,reel,أهلاً وسهلاً بشباب القدس والخليل وديردبوان ❤️ #ابو_يحيى #خيرات,295.0,4,18400,0.1265876376,7.7900084674,0,0,1,0,1,1
-1,Robian Restaurant,Cafes/Restaurants,reel,البحر عالم لحاله، كل منطقه #القدس 026638484,771.0,5,42000,0.1193846154,6.4615384615,1,0,1,0,1,1
-1,Hulk Gym / Diaa Shabaro,Gym,reel,استنوا حلقتنا بكرا الأربعاء بعد المغرب مع الكابتن علي زيادة 🔥🙏 رابط الحلقة رح يكون بالبايو,233.0,4,10300,0.0985856905,4.2845257903,1,1,0,1,0,1
-1,Mazaj Oriental - مزاج الشرقي,Cafes/Restaurants,reel,لمة العيد وأجواء الفرحة أكيد بنكملها معكم في كل اللحظات. بتفاصيل شرقية بتزيد جمال لجمعتكم، كل عام وأنتم بخير بمناسبة #عيد_الأضحى المبارك ✨,1858.0,8,61000,0.08184210530000001,2.6754385965000003,0,1,0,1,0,1
-1,LOFT Palestine,Fashion,reel,ستايل شبابي بلمسة عصرية له ولها ✨ اختيارات مميزة وإطلالات كاملة من LOFT. للطلب التواصل على الرسائل 📩 رام الله - ايكون مول - ط2,250.0,4,52500,0.0578324226,11.9535519126,1,0,1,0,0,1
-1,Vanilla Palestine,Cafes/Restaurants,reel,فانيلا إلها حكاية... والحكاية بلشت من هون. فانيلا اليوم وكل يوم... #VANILLA_Today_and_everyday #vanilla #dessert #vanilla_cake,2414.0,2500,591000,0.0562886598,6.7697594502000005,0,1,1,0,0,1
-1,Hulk Gym / Diaa Shabaro,Gym,reel,حلقتنا الجاي مع الكابتن ايسر خضر 🔥💪 يوم السبت بعد المغرب مباشرة,130.0,4,7490,0.0557404326,3.115640599,0,1,0,1,0,1
-1,Angel shop PS,Fashion,reel,إحرام كبيسات مصنوع من قطن طبيعي فاخر بعناية عالية، يمنحك نعومة فائقة وتهوية مريحة مع ثبات عملي يرافقك أثناء أداء النسك بهدوء واطمئنان. غير شفاف ومناسب مع أغلب الأحجام. مصمم ليبقيك ثابتة مع الحركة دون تثبيت أو انشغال. لأن الخشوع يبدأ من اختيارك الصحيح. اطلبيه الآن 🤍,614.0,139,260000,0.0537857143,18.5714285714,1,1,0,1,0,1
-1,aburob,Influencers,reel,💔💔💔,300000.0,2900,15700000,0.0531403509,2.7543859649,0,0,1,0,0,1
-1,Robian Restaurant,Cafes/Restaurants,post,نودلز روبيان 💥 دجاج التوصيل داخل #القدس فقط 026638484 0546026001,337.0,4,1400000,0.0524615385,215.3846153846,1,1,1,0,1,1
-1,Hulk Gym / Diaa Shabaro,Gym,reel,إن أصبت فمن الله وإن أخطأت فمن نفسي ... 🥺,120.0,4,5864,0.051580698800000005,2.4392678869,0,0,0,1,0,1
-1,Vanilla Palestine,Cafes/Restaurants,reel,🎉 وصلت تشكيلتنا الجديدة من علب الكيك الصغيرة... نكهات فخمة بحجم لطيف ترضي كل الأذواق 😍✨ كيك دبي بنكهتنا الغنية ✨ كيك الفراولة المنعشة 🍓 بلاك فورست لعشاق الشوكولاتة 🍫 كيك التيراميسو الإيطالية الفاخرة 🤎 كيك الكنافة الشرقية بلمسة عصرية 🥛 علب مثالية للإهداء أو الضيافة 😍💝 #cakebox #vanilla #todayandeveryday #reelsvideo,1611.0,1600,511000,0.0367812142,5.8533791523000005,0,1,0,0,0,1
